,P_Z0_before,P_Z0_after,P_Z1_before,P_Z1_after,P_WH_before,P_WH_after,T_Z0_before,T_Z0_after,T_Z1_before,T_Z1_after,P_bottom_before,P_bottom_after,T_WH_before,T_WH_after,failure
5946,854.0756,837.6661,803.1728,781.7715,267.95035,229.04744,87.4226,83.817406,80.620346,86.31731,836.4724,798.28955,75.06052,69.60432,1.0
5947,753.0156,768.07874,678.2288,702.3709,264.13107,244.65317,83.89607,81.34352,86.44513,81.3372,759.58295,754.7167,67.06131,63.73172,1.0
5948,813.29834,809.2911,777.9391,745.81976,253.7286,234.23508,85.898575,83.76522,84.86539,83.603065,805.906,783.5403,70.23095,67.84564,1.0
5949,846.9105,831.63934,801.14777,774.1598,260.4096,229.97066,87.01153,84.06992,82.259575,85.58122,829.7845,795.2482,73.707565,69.39072,1.0
5950,790.2675,797.7623,744.6397,729.80066,253.11314,236.96358,85.57088,83.537445,85.446014,82.81333,794.1511,776.10547,69.12565,66.50606,1.0
5951,841.1427,826.204,798.5504,768.292,260.98315,231.97,86.72457,83.81094,82.6015,84.947296,824.6733,790.5911,72.96386,68.49748,1.0
5952,740.26764,758.2199,681.4664,690.29877,598.9621,601.0317,88.52882,88.603004,82.239845,73.73714,569.0598,539.1376,48.22956,58.542965,0.0
5953,741.29095,758.9307,683.2585,691.9139,594.3522,597.04767,88.65225,87.519745,83.12589,74.52604,569.3793,545.888,48.824524,57.74704,0.0
5954,807.0616,842.5584,763.8711,760.533,624.4649,634.01514,109.908554,90.10103,93.38762,88.73868,630.79767,574.1467,45.13828,48.747574,0.0
5955,859.7257,846.8159,804.1568,792.10046,287.23584,249.07248,89.47238,86.51457,77.025406,86.802246,846.2172,811.4415,77.097755,74.84089,1.0
5956,861.0504,848.2867,804.19824,793.2311,312.05862,247.52776,91.73487,83.5049,75.23604,88.88876,847.5185,815.05286,76.16315,72.8216,1.0
5957,812.88324,842.02106,763.78925,762.0899,619.797,632.02747,104.16469,90.69771,95.28925,89.02969,625.79,577.7335,57.380695,56.67884,0.0
5958,861.95557,850.80835,804.2491,795.67786,350.8208,270.57138,95.844604,83.36714,71.387115,90.113464,850.4852,823.2099,75.6043,74.482635,1.0
5959,851.9911,836.9833,802.66437,779.7969,261.35648,228.53604,87.40527,84.26652,81.548645,86.270546,835.1281,798.7541,74.733444,69.886536,1.0
5960,806.13965,800.8652,766.7568,738.96344,261.758,238.09445,85.58221,82.89848,84.1985,82.92118,799.372,774.29584,69.96358,65.87044,1.0
5961,718.9247,727.4763,662.46576,669.98486,569.04425,569.41296,81.84226,87.66299,85.79536,72.12273,534.80695,549.21686,51.24963,61.77259,0.0
5962,764.4678,797.41754,715.44037,718.008,605.5089,614.3963,95.07672,88.13016,86.43978,78.77297,588.81213,557.4064,46.665276,54.125496,0.0
5963,788.9266,794.7775,738.9445,728.1696,257.25793,239.09862,85.394226,83.044,85.11727,82.57901,791.7656,770.9059,69.27002,65.447395,1.0
5964,765.0544,785.7423,695.1082,713.6184,253.21696,239.71611,85.09341,83.118965,86.15794,82.14384,780.6167,768.29736,68.10626,65.33751,1.0
5965,792.18475,801.3242,747.9511,732.24634,249.28922,235.93155,85.66034,83.865685,85.8608,83.07295,796.51025,778.59705,69.33026,67.07502,1.0
5966,722.7946,732.9256,663.50775,671.3643,579.85815,579.5252,83.17539,89.390564,83.696625,71.61004,553.6162,550.95026,50.23429,61.94582,0.0
5967,770.17,806.2066,723.4818,725.28595,611.3633,619.913,97.310455,88.5491,86.37196,79.552155,594.5855,554.4926,45.53125,53.723778,0.0
5968,772.79016,788.0846,711.30225,717.9834,254.78734,239.44164,85.17476,83.07741,85.807755,82.25158,783.8112,769.3098,68.380775,65.41823,1.0
5969,787.37396,790.3303,735.6573,725.98706,262.03656,241.18854,85.0596,82.40247,84.94679,82.302444,787.34503,765.5741,69.17293,64.56932,1.0
5970,817.6617,810.4907,779.3288,748.7251,258.59747,236.34984,85.9734,83.37774,84.05155,83.57896,808.40784,779.11383,71.02534,66.615944,1.0
5971,731.968,742.223,670.1059,680.4584,588.19434,588.2654,86.05232,87.65962,82.7111,73.10363,560.08484,543.1712,49.69332,59.11617,0.0
5972,732.96643,747.15967,660.7437,685.0982,300.49054,283.34756,82.293495,80.87489,88.21208,80.08763,716.70764,733.8569,64.31679,63.433956,1.0
5973,819.42584,849.8884,778.1597,772.2745,627.2179,635.9281,110.447876,91.50434,96.33164,90.54452,640.301,581.757,54.3028,53.624485,0.0
5974,861.47894,849.3182,804.2222,794.4647,333.75333,260.0219,93.88088,83.34304,72.929115,89.364105,849.0953,818.3362,75.93142,73.269394,1.0
5975,857.5279,842.8025,803.8429,786.99335,275.29257,231.06392,88.62825,84.13924,79.38605,87.3393,841.4894,806.35925,75.568596,71.25569,1.0
5976,751.79315,778.40125,698.2807,704.20276,603.54004,608.8407,91.62071,88.50346,83.77714,75.84467,578.34436,545.227,47.31958,56.8077,0.0
5977,856.0261,841.7701,803.7611,785.76385,263.00302,233.06796,87.72945,85.73856,80.36142,86.17628,839.9976,803.67706,76.03674,72.796165,1.0
5978,800.46857,801.23303,759.4894,736.41504,256.03864,237.54677,85.49438,83.20798,85.14185,83.01218,797.4359,775.2841,69.756096,66.35927,1.0
5979,860.47394,846.6859,804.14703,791.52313,294.27298,236.76355,89.79849,83.52098,76.86718,88.19341,845.802,809.4771,76.527214,71.54531,1.0
5980,801.88196,799.0215,759.9207,736.42975,261.03384,239.38885,85.32432,82.67825,84.68765,82.820526,796.0093,770.9251,69.91934,65.462,1.0
5981,785.41394,824.98267,742.32294,741.3321,618.898,628.0184,102.977875,89.23433,88.51541,82.863014,609.9388,559.65375,43.453617,50.987137,0.0
5982,829.769,816.1512,791.52277,757.6951,262.4117,235.01431,86.10492,83.23128,83.323425,84.02386,814.53296,783.0702,71.68969,67.31307,1.0
5983,768.9405,782.783,701.93854,714.2563,259.15964,241.32422,84.93205,82.55352,85.55214,81.94131,779.0942,764.33545,68.20558,64.51892,1.0
5984,823.15106,846.92975,775.422,771.27057,616.6775,631.00336,99.05599,91.61141,98.84799,89.686005,626.6578,588.1601,70.04005,64.954216,0.0
5985,738.35474,753.4723,678.64764,687.37775,593.1622,595.1822,87.775314,87.9836,82.90632,73.909515,566.9935,545.0713,48.92999,58.18808,0.0
5986,753.0765,768.1214,679.11676,702.8674,263.81534,245.25719,83.68344,81.15076,86.820244,81.36633,757.3826,753.03906,67.12434,63.700947,1.0
5987,850.9078,834.3994,802.4829,778.06,264.54233,228.93365,87.23058,83.9787,81.37009,85.90718,833.1353,797.8281,74.20643,69.73637,1.0
5988,751.7088,773.5769,680.2962,703.9164,256.88797,242.36823,84.04223,81.987976,87.26099,81.66474,762.63446,760.969,66.96978,65.03212,1.0
5989,858.39185,843.1534,803.9248,787.4909,272.44998,227.13083,87.77459,83.74077,79.50603,87.240906,841.7371,802.94635,76.23154,70.425156,1.0
5990,775.5187,811.75836,729.48444,730.29004,610.1622,620.3281,98.296616,88.12179,87.9654,81.04096,598.2224,562.3831,46.461945,52.888393,0.0
5991,758.2969,780.2776,685.4228,708.7308,254.87329,240.81245,84.70289,82.68575,86.52283,81.9045,773.47144,765.2573,67.59485,65.13063,1.0
5992,810.894,805.633,772.23254,743.2745,259.17908,237.1066,85.76216,83.19725,84.28931,83.24616,803.5215,776.92065,70.42062,66.33257,1.0
5993,811.94946,802.92615,770.82697,743.0954,265.86584,240.11421,85.52749,82.45243,83.69692,82.97781,801.75275,769.7594,70.769295,64.8251,1.0
5994,720.2354,729.813,661.85913,670.48816,552.6915,552.0512,81.83534,87.698875,85.745995,72.646965,564.2847,578.6513,52.66743,62.34576,0.0
5995,802.0933,799.35,760.5546,736.36224,260.7509,238.51984,85.52727,82.91113,84.421906,82.82822,797.491,773.0321,69.82923,65.67641,1.0
5996,803.12427,804.0145,761.6586,738.7849,254.80167,237.17395,85.67222,83.41576,85.04572,83.176285,800.4229,776.29803,70.109184,66.41193,1.0
5997,748.45654,772.21173,692.8172,699.21423,600.3708,605.34576,90.446785,88.53188,83.8087,75.37405,575.3121,546.13336,47.84231,57.054684,0.0
5998,758.6367,780.99426,685.4461,708.8978,254.47708,240.26237,84.86805,82.872925,86.325584,81.92505,775.30853,766.6672,67.60025,65.22638,1.0
5999,838.836,858.16614,798.39014,789.9298,628.42194,636.2068,97.75634,96.76491,104.30882,87.46488,647.27606,607.9732,79.80722,73.47274,0.0
6000,834.3735,824.8945,795.62585,762.31805,259.8026,232.97899,88.2233,83.71632,83.25458,85.19054,819.75165,792.1578,71.50612,69.35501,1.0
6001,826.71875,815.84906,788.0058,755.8123,260.04764,235.60783,86.16671,83.399895,83.556725,83.978096,813.9861,781.48474,71.77219,66.92547,1.0
6002,858.951,844.3003,803.97314,788.55695,276.638,229.18091,88.33489,83.807304,78.71948,87.45737,843.19965,803.78156,76.50755,70.33011,1.0
6003,747.24286,760.1177,672.95374,697.48083,267.54355,246.5032,83.29451,80.60344,86.89921,81.052505,748.0992,749.2181,66.51113,63.351654,1.0
6004,775.74817,808.24133,726.35596,728.3899,606.2487,617.156,95.91182,88.168304,88.27765,80.68629,594.4185,563.1542,50.3692,55.348824,0.0
6005,776.8356,814.7289,731.9687,732.4261,613.6223,623.01086,99.59043,88.51028,87.576866,81.14763,600.9013,559.0187,44.898624,52.331398,0.0
6006,838.5905,823.44763,797.09686,765.7146,262.45468,233.31578,86.51834,83.528946,82.70079,84.655525,822.0099,787.55927,72.69528,67.94118,1.0
6007,763.14703,782.1524,690.65295,711.35736,256.4387,240.84677,84.94368,82.76696,85.924065,81.93717,777.6206,765.3305,67.96532,64.79043,1.0
6008,740.85846,755.8654,668.60693,693.41284,266.72433,246.52388,82.95594,80.40715,87.55278,80.95839,740.19763,748.94666,65.896576,63.78347,1.0
6009,764.61456,795.9209,714.40704,717.1849,603.44727,612.7251,94.22426,88.14598,86.72586,78.71544,587.40875,559.0687,48.06863,54.88009,0.0
6010,809.82733,840.6118,761.87506,760.1319,619.50275,631.5497,104.57966,90.12993,94.57579,88.533485,624.5338,576.9726,55.040394,55.114693,0.0
6011,837.4201,823.56604,797.1818,764.9212,258.176,231.36066,86.51747,83.909294,83.30757,84.75709,821.3691,791.40326,72.23236,68.97694,1.0
6012,852.91815,836.7074,802.99585,780.47375,264.79797,228.27747,87.30549,83.99359,81.22594,86.24108,835.121,799.41736,74.62404,70.082565,1.0
6013,862.03186,851.33966,804.2641,796.2058,331.14932,273.55252,93.472984,86.35012,72.18975,88.2732,850.98553,820.8224,77.49799,76.642265,1.0
6014,798.0238,824.564,743.6035,745.57935,605.4489,620.84467,95.00043,89.31541,92.735344,84.37546,603.12354,573.34155,61.61428,60.913277,0.0
6015,721.01483,729.9378,663.01074,670.85504,577.356,577.3462,82.63651,88.4083,84.623924,71.83326,539.96643,544.5622,50.507202,61.630917,0.0
6016,810.5928,835.50885,756.1752,756.90906,609.5999,625.95294,97.063835,90.1247,95.59586,87.477936,613.47046,579.47485,65.03509,62.20998,0.0
6017,830.9862,854.5949,791.36694,782.9307,625.34937,634.86865,100.79855,93.92029,100.86395,88.69394,639.7128,596.7495,73.943565,67.74948,0.0
6018,843.31067,859.97644,801.2673,793.5995,632.40533,638.0017,99.34727,98.937225,106.340645,87.01712,657.9954,615.0779,81.22507,74.9688,0.0
6019,770.91626,805.1977,722.9739,724.6208,606.4639,616.6975,96.45449,87.96177,87.666565,80.17983,593.51276,562.1668,47.29433,53.517033,0.0
6020,769.1468,788.19476,706.1151,716.31805,252.08249,238.64076,85.207886,83.32044,86.148506,82.29141,783.1984,771.1438,68.15126,65.8498,1.0
6021,723.1542,734.7597,662.4057,673.0901,535.5655,533.9256,82.23462,87.4332,85.61593,73.45983,593.8017,605.0365,54.114494,62.689053,0.0
6022,860.1322,847.11615,804.1278,791.9406,305.63028,246.78596,91.53612,83.81646,75.95237,88.554726,846.4065,813.38403,75.895424,72.42266,1.0
6023,847.58704,860.9029,802.76996,796.06104,633.77454,638.5146,96.33645,101.19681,109.24405,85.75718,663.4116,624.492,83.53661,78.41493,0.0
6024,831.3774,817.75885,792.6625,759.1591,261.79193,234.33638,86.25858,83.40787,83.18086,84.15418,816.3594,784.6724,71.84739,67.53291,1.0
6025,781.9699,815.2612,732.8492,733.8383,609.15265,620.6994,97.14351,88.915184,89.29169,81.73419,599.25305,564.9264,50.930027,55.325123,0.0
6026,765.88696,782.1244,691.5006,712.4692,259.02856,241.60031,85.03878,82.64184,85.40486,81.87713,779.285,763.4556,68.25259,64.18616,1.0
6027,728.47577,740.422,668.8512,679.5322,588.14374,587.89294,85.11684,87.81996,82.9246,72.554596,552.4268,537.9919,49.82421,60.509106,0.0
6028,781.8392,820.7632,738.08093,737.3483,616.0536,625.70306,101.39457,88.95592,88.43356,82.21765,605.9172,561.56,44.155155,51.391727,0.0
6029,860.2318,847.41864,804.1757,792.9524,310.69116,256.84344,91.76022,85.12325,75.1658,87.88594,847.12067,815.42615,76.16007,74.4313,1.0
6030,798.45465,795.5888,753.10736,733.2612,263.8014,240.423,85.33357,82.50036,84.28156,82.56118,794.0928,768.1203,69.77894,64.73576,1.0
6031,821.05005,845.4899,772.19965,768.8615,616.897,631.01935,99.61568,91.596275,98.0399,89.45457,625.50287,585.2103,68.11274,63.776184,0.0
6032,757.5784,787.62933,706.0794,710.3306,605.6322,612.45026,93.163635,88.714745,84.7605,76.942764,583.1449,548.95374,46.82236,55.8288,0.0
6033,793.7167,798.58704,752.3485,731.83344,253.61629,236.52814,85.507545,83.46746,85.473404,82.88934,794.6383,777.30646,69.101746,66.844864,1.0
6034,803.7337,839.0056,759.33307,756.77704,621.5915,632.10205,106.90975,89.78866,92.88605,87.54023,624.64874,573.29913,47.676468,50.786583,0.0
6035,788.2731,827.9688,745.3618,743.7184,620.08374,629.2878,104.00479,89.65434,89.14147,83.5144,612.94586,561.1777,43.033043,50.368626,0.0
6036,724.40564,737.17865,667.9102,677.7528,579.45465,579.87067,83.61699,87.25483,84.64375,72.61912,541.90015,541.65045,50.715923,61.35012,0.0
6037,790.6711,825.96484,744.3982,744.0358,614.4113,625.7984,100.91273,88.79057,90.4249,83.9517,608.9094,567.9318,49.73004,53.66044,0.0
6038,790.0614,829.4632,747.52234,745.4543,618.7906,628.9007,104.57673,89.0568,90.17207,84.45753,614.5102,567.2796,43.28072,49.38076,0.0
6039,834.0634,855.41345,793.53253,784.92566,624.1107,634.2596,96.73719,95.26962,102.468704,87.860886,638.0047,600.7704,77.927414,71.75367,0.0
6040,856.0366,839.6167,803.54926,784.17834,271.38034,229.17638,87.467354,83.56771,80.08929,86.5981,838.3958,798.5882,75.590866,69.57789,1.0
6041,822.8315,850.93115,781.3522,774.8467,625.9765,635.4269,107.53995,92.020355,97.76346,90.40631,639.44806,586.09625,61.03849,57.860138,0.0
6042,725.69965,736.35394,666.0264,676.2038,585.7805,585.29565,84.26026,88.12238,83.22089,72.16435,548.4224,538.45386,49.999866,61.00437,0.0
6043,748.36304,760.18866,673.3776,697.93115,268.40793,246.69373,83.345245,80.581955,86.69581,81.03392,749.1074,748.6929,66.61337,63.151543,1.0
6044,857.5936,842.323,803.7851,786.4005,271.3268,227.76767,87.89159,83.90254,79.48481,87.03834,841.2223,801.5464,76.14383,69.94054,1.0
6045,851.558,834.07135,802.55664,778.5551,268.96652,230.5839,87.1424,83.54221,80.88914,85.80082,833.19965,794.89496,74.476555,68.97909,1.0
6046,756.2411,785.1984,704.1622,708.94965,603.76733,610.4903,92.73658,88.29842,84.77252,76.892815,581.87604,549.79175,47.20067,55.83365,0.0
6047,800.9523,806.0522,763.43463,737.229,253.51753,235.88219,86.71197,83.63848,85.19774,83.54734,799.9154,781.8817,69.2371,67.74493,1.0
6048,856.3414,841.87854,803.6341,785.0511,263.4441,226.17068,87.79728,84.428566,80.69461,87.07379,839.99585,803.8723,75.648056,70.828804,1.0
6049,829.2039,852.2669,786.60736,779.232,621.41833,633.27454,98.96232,93.401474,100.75176,89.24285,634.0099,594.63556,73.819725,67.79012,0.0
6050,807.0573,806.0333,770.1784,741.32367,253.53444,235.08879,85.8082,83.70216,85.02822,83.361916,802.63446,781.2842,69.916435,67.42115,1.0
6051,806.9261,801.611,767.91583,739.8645,261.17102,238.35115,85.45814,82.80602,84.46813,82.99013,799.04785,773.7513,70.066635,65.9274,1.0
6052,751.1875,769.86194,678.85785,702.5852,260.43408,243.97623,83.76171,81.47937,87.18599,81.48563,758.20026,756.5753,66.933395,64.40538,1.0
6053,733.3708,745.12683,671.008,681.6833,596.0559,595.80884,86.795494,88.659004,81.40334,72.573105,563.74066,535.7549,48.758198,59.4798,0.0
6054,780.9178,819.486,736.78217,736.35724,614.7054,624.66406,100.96498,88.58881,88.51879,82.203026,604.8463,562.5353,44.545464,51.345985,0.0
6055,774.94135,788.46204,714.4131,718.86053,255.99043,239.22942,85.330826,83.14059,85.39675,82.239456,785.7061,769.91046,68.46189,65.31387,1.0
6056,795.7535,826.4526,745.19806,745.83344,610.7194,624.07324,98.12021,89.25586,91.86139,84.41579,607.03723,571.1183,56.324425,57.53063,0.0
6057,854.9794,838.3514,803.35114,782.7751,270.24408,229.09325,87.49995,83.71384,80.196625,86.39393,837.4136,798.4302,75.27518,69.51202,1.0
6058,842.55414,825.7028,799.4102,769.0545,264.67447,232.05371,86.68628,83.55607,82.14906,84.879974,824.8135,790.601,72.918434,68.449776,1.0
6059,720.61334,730.2949,661.62634,670.23645,554.6168,554.2502,81.89625,87.94265,85.65667,72.58562,564.4432,577.2799,52.551678,62.314926,0.0
6060,785.17413,824.5937,741.9783,740.8431,618.11273,627.56323,102.76204,89.172615,88.76969,82.91936,609.5231,561.43774,43.617844,50.8521,0.0
6061,809.12476,840.88165,762.0642,759.97406,620.7618,632.1545,105.499756,90.3113,94.23025,88.410324,625.5342,575.7794,53.16992,54.074936,0.0
6062,764.67346,798.34186,715.6899,718.4413,608.69385,616.7477,95.338715,88.739944,85.76277,78.37173,589.41864,552.3063,46.156384,54.63568,0.0
6063,854.7902,838.3999,803.35443,782.6681,268.1944,228.75742,87.3462,83.73189,80.6998,86.45741,836.8855,799.0033,75.15698,69.8744,1.0
6064,819.9027,809.27277,783.61145,749.55457,261.48633,236.17014,85.765205,83.055176,83.964195,83.52354,807.15485,779.7103,70.75302,66.92711,1.0
6065,743.8186,764.66064,687.0263,694.74255,600.0837,603.2784,89.45853,88.52966,82.7602,74.39688,571.81573,541.7862,47.951942,57.992855,0.0
6066,816.326,805.7724,777.56195,746.48944,265.02094,238.9096,85.58477,82.58038,83.732346,83.20234,804.17773,773.0398,70.88127,65.52519,1.0
6067,848.9524,833.31464,801.93317,776.1861,261.0411,228.84015,87.152115,84.16896,81.96829,85.80091,831.614,797.66095,73.88713,69.84781,1.0
6068,744.4553,764.9789,687.28357,694.93054,597.5803,601.36646,89.41662,88.11858,83.3648,74.82275,572.0146,545.2582,48.340137,57.511517,0.0
6069,760.0563,791.78613,709.47626,713.3726,608.1442,615.0524,94.01373,88.9589,84.75472,77.23642,585.5148,547.5558,46.378704,55.67197,0.0
6070,816.05646,846.1271,770.06384,766.9327,624.0099,634.4128,108.39294,90.650444,95.64333,90.44469,633.9414,578.9836,54.059124,53.89982,0.0
6071,810.2992,841.0428,762.53595,760.7533,620.19696,631.9074,104.85859,90.224106,94.450005,88.56764,625.13947,576.2344,54.97923,55.267567,0.0
6072,828.38153,813.6883,790.072,755.9584,265.59348,236.15273,86.05196,82.9671,82.95758,83.778694,813.04285,780.4175,71.585846,66.65821,1.0
6073,801.4861,835.4231,755.3296,753.9018,618.2841,629.78564,103.858955,89.35424,92.4823,86.56666,618.7431,572.5838,51.208267,53.473225,0.0
6074,722.01105,734.6582,663.35693,675.0876,508.05884,506.29242,81.52147,85.65337,87.283775,74.49767,598.2704,620.56616,55.798912,62.891567,0.0
6075,856.3673,839.8481,803.6049,784.49994,272.6707,228.75888,87.63778,83.645645,79.67053,86.6079,839.0626,799.4177,75.6359,69.58387,1.0
6076,836.09106,821.8113,796.05035,763.49945,260.54163,232.80347,86.43078,83.64014,83.10143,84.54348,820.0519,788.35223,72.2381,68.26889,1.0
6077,740.3098,758.63934,681.0649,690.0393,600.7096,602.70544,88.56006,89.0023,81.96982,73.524025,569.27893,536.45294,48.026768,58.765884,0.0
6078,845.90735,828.3199,800.80316,772.3983,266.36856,231.93678,86.700035,83.40816,81.89459,85.15586,827.14905,791.31024,73.410225,68.589714,1.0
6079,740.656,748.31537,664.58246,689.3375,290.31833,269.6109,82.344666,80.1613,87.58466,80.37589,725.4902,733.2829,65.50984,62.24546,1.0
6080,790.1439,828.5421,747.06256,745.6679,617.4895,627.8981,103.77961,88.49305,90.10703,84.44987,613.0472,567.69,45.060165,50.46694,0.0
6081,730.67993,742.2679,668.85693,679.99866,595.71344,594.92444,86.11089,88.740845,81.34807,72.133575,559.37317,532.6228,48.883533,60.28914,0.0
6082,832.0184,818.1805,793.3943,759.68744,261.47974,233.88934,86.26195,83.44862,83.22133,84.206955,816.6612,785.6881,71.812035,67.780594,1.0
6083,764.4493,798.1302,715.38275,718.42303,609.1828,616.9775,95.34339,88.73018,85.534805,78.26653,589.33234,550.8245,46.12318,54.779778,0.0
6084,855.43365,839.17175,803.4277,783.46423,269.87286,229.12766,87.501335,83.70743,80.24343,86.52683,837.9761,798.4966,75.47151,69.54624,1.0
6085,815.6878,845.06616,768.1191,765.852,622.2357,633.59155,107.319145,90.18247,95.83262,90.56474,631.9095,579.9114,55.333157,54.527046,0.0
6086,785.69244,788.7317,731.69525,724.4516,263.22205,241.52815,85.08714,82.351776,84.73681,82.19162,786.6255,764.5921,69.097534,64.27791,1.0
6087,849.3993,834.35675,801.96606,776.9151,260.08734,229.10397,87.19331,84.21681,82.0364,85.92762,832.3819,797.2534,74.17003,69.732216,1.0
6088,811.998,809.0015,774.4775,745.036,254.28252,235.16823,85.96523,83.735245,84.6802,83.533264,806.10126,781.39355,70.45461,67.25471,1.0
6089,857.70355,842.08545,803.82446,786.44617,272.2697,227.47891,87.818405,83.811035,79.46642,87.01424,841.0151,802.08734,76.020706,70.138565,1.0
6090,853.2759,835.167,802.90186,780.39435,273.7927,231.80507,87.1795,83.171,80.176414,85.87559,834.687,792.9349,75.00166,68.33501,1.0
6091,721.5492,732.4608,663.70465,671.24365,572.04364,572.0212,82.58671,88.99132,84.59573,71.87578,555.00385,559.61584,50.964115,62.31183,0.0
6092,858.0982,843.20355,803.93085,788.36725,290.45126,239.01903,89.80693,83.82141,77.86714,87.547066,842.57385,808.43427,75.28383,71.55878,1.0
6093,803.7409,804.912,766.28143,739.20306,252.26337,235.03755,85.77412,83.77372,85.26251,83.300545,801.1531,781.2124,69.70644,67.47209,1.0
6094,732.0635,746.5012,660.59644,682.18726,373.58664,359.86426,82.76078,83.17536,86.87006,78.35976,699.2197,711.70996,61.93575,63.366287,1.0
6095,724.7162,738.4328,662.777,678.2281,452.3127,447.40573,81.52111,83.966835,88.070625,76.2684,635.70197,659.619,58.673405,63.112747,1.0
6096,833.4532,821.61273,794.0716,761.8048,257.14734,232.82843,86.46168,83.88066,83.52899,84.53551,819.31934,788.0357,72.178734,68.23942,1.0
6097,807.08215,841.0438,762.31226,759.8066,622.57935,632.8694,107.483185,89.89549,93.30702,88.256424,627.0975,573.77026,49.144543,51.696087,0.0
6098,860.127,846.10657,804.1058,790.8307,290.5087,235.3055,89.48359,83.56744,77.14089,87.96702,845.31775,807.2414,76.63445,70.92639,1.0
6099,856.2118,839.2873,803.57886,784.2791,273.6654,229.81174,87.37612,83.32577,79.91264,86.52864,838.1922,797.49554,75.61971,69.33661,1.0
6100,857.7678,843.07916,803.8981,788.05273,288.8894,238.94838,89.88623,83.997574,78.07428,87.55513,842.36426,809.1599,75.11929,71.77591,1.0
6101,747.8236,758.7637,672.59064,697.23517,269.40234,247.0827,83.26939,80.44947,86.6731,80.974724,747.52344,747.5245,66.55859,62.996185,1.0
6102,756.74585,776.6432,684.02423,707.2358,257.4927,242.58751,84.24904,82.0793,86.84731,81.75336,767.43634,760.5532,67.48992,64.665504,1.0
6103,773.5492,806.93134,724.7591,726.48834,607.04,617.4648,96.126686,88.36639,87.88746,80.301636,593.99414,561.8352,48.872925,54.69406,0.0
6104,860.7368,848.1267,804.17004,792.72046,305.61963,245.41194,91.44531,83.74888,75.76884,88.774475,847.24677,813.6858,76.3186,72.444084,1.0
6105,849.5812,832.7299,802.1105,776.5371,264.84918,229.85437,87.021286,83.778534,81.63378,85.69726,831.3171,795.9029,73.964386,69.45134,1.0
6106,847.0677,829.1326,800.8352,773.53845,269.69247,233.47092,86.84454,83.21166,81.21851,85.1472,828.6826,788.37994,73.964836,67.62464,1.0
6107,792.7798,832.41406,750.83527,748.62286,621.4598,630.72217,106.03649,89.38328,90.003426,84.88505,617.90326,564.60046,42.50915,49.21062,0.0
6108,842.1191,822.8406,798.85364,768.0232,271.3813,235.26581,86.33068,82.72064,81.74567,84.52234,822.4558,783.8856,73.04425,67.05323,1.0
6109,858.9335,844.60876,803.99915,788.8678,278.24988,230.77065,88.70883,83.95619,78.77687,87.652,843.29895,806.66815,76.18407,71.16784,1.0
6110,862.5893,852.7432,804.27655,797.11255,345.77747,279.9236,94.88599,86.01388,70.674324,89.02663,852.2331,823.8063,77.6162,77.00955,1.0
6111,782.0979,820.41846,738.0284,737.4776,613.9418,624.3981,101.14072,88.29923,88.99867,82.652794,605.55145,565.19995,44.97319,51.107437,0.0
6112,777.7595,787.57104,721.75507,719.91284,258.32803,239.63835,85.197266,82.87004,85.26848,82.19393,784.8519,769.0306,68.43509,65.22722,1.0
6113,823.4167,850.2306,780.6821,774.5241,623.86646,634.42065,104.8292,91.99745,98.176186,90.08861,636.0182,587.12256,64.64366,60.57636,0.0
6114,823.5996,850.07886,780.99677,774.6595,623.1835,633.99854,103.52259,92.1552,98.26559,89.6438,634.5026,587.4241,66.256065,61.920284,0.0
6115,768.59454,783.86414,698.6042,714.3851,258.29007,241.08798,85.07936,82.731964,85.44909,81.97745,780.7865,764.9164,68.32527,64.47481,1.0
6116,784.48425,794.51605,730.54614,725.8719,254.7382,238.66638,85.47318,83.29607,85.356544,82.574715,791.24713,771.7392,69.12288,65.59707,1.0
6117,787.36145,795.9808,737.7678,727.7266,254.15344,237.81775,85.53515,83.41547,85.34864,82.67932,792.72974,773.933,69.11129,66.02842,1.0
6118,799.4325,803.4437,760.14996,736.5642,251.0987,235.42924,85.692986,83.77782,85.55223,83.211975,799.086,780.1081,69.542,67.34092,1.0
6119,743.3537,762.68805,685.9738,693.7558,595.4524,599.0499,89.09243,87.80722,83.47983,74.81564,570.9659,547.0468,48.60368,57.466114,0.0
6120,729.0506,743.2652,660.8914,682.6511,337.8093,325.32242,81.59781,81.19047,89.07551,79.198944,690.322,714.07574,62.996513,63.313705,1.0
6121,752.2924,778.46,698.854,704.25287,600.4084,606.55414,91.52385,88.06539,84.56717,76.32246,578.32153,550.6244,47.71652,56.22989,0.0
6122,859.81006,845.80444,804.0887,790.3462,285.68396,233.56537,89.20381,83.73358,77.89339,87.94864,844.64545,807.976,76.410614,71.350204,1.0
6123,853.46326,837.50696,803.1995,781.31366,263.72375,227.82133,87.396355,84.3978,81.111534,86.26873,836.0721,801.79083,74.676674,70.81426,1.0
6124,769.04724,804.92,721.53455,723.52,612.4279,620.49457,96.907814,89.17581,85.92173,78.99432,593.7173,550.96515,45.366894,54.234573,0.0
6125,846.2469,828.3396,800.7498,772.6181,268.25284,232.53172,86.8082,83.34553,81.47371,85.10448,827.78894,790.15906,73.596344,68.13536,1.0
6126,723.00946,733.059,660.86365,671.8428,535.9888,534.0609,82.19217,87.375885,85.5264,73.43577,592.53784,603.3152,54.118023,62.404438,0.0
